"Flower_index","Compound","Rater","Type","Garden","Subplot","Day","Width"
"18761","8","1","2",1,"2",7,8.9
"18452","8","1","2",1,"3",7,8.7
"18247","8","1","2",2,"4",7,8.4
"18685","8","1","2",2,"5",7,8.4
"18724","8","1","2",2,"6",7,8.4
"18172","9","1","1",1,"7",7,5
"18413","9","1","1",1,"8",7,5.7
"18234","9","1","1",1,"9",7,5
"18890","9","1","1",2,"10",7,5
"18392","9","1","1",2,"11",7,5
"18023","9","1","1",2,"12",7,5.7
"18722","9","1","2",1,"13",7,8
"18137","9","1","2",1,"14",7,7.5
"18520","9","1","2",1,"15",7,6.7
"18813","9","1","2",2,"16",7,7.2
"18420","9","1","2",2,"17",7,7
"18757","9","1","2",2,"18",7,7.2
"18225","10","1","1",1,"1",7,6.7
"18906","10","1","1",1,"2",7,6.8
"18034","10","1","1",1,"3",7,6.4
"18619","10","1","1",2,"4",7,7
"18557","10","1","1",2,"5",7,6.3
"18429","10","1","1",2,"6",7,6.4
"18018","10","1","2",1,"7",7,8.7
"18544","10","1","2",1,"8",7,8.4
"18330","10","1","2",1,"9",7,8.3
"18807","10","1","2",2,"10",7,8.6
"18765","10","1","2",2,"11",7,7.6
"18415","10","1","2",2,"12",7,9.5
"18853","11","1","1",1,"13",7,4.9
"18706","11","1","1",1,"14",7,5.2
"18495","11","1","1",1,"15",7,5.6
"18292","11","1","1",2,"16",7,5.1
"18889","11","1","1",2,"17",7,4.7
"18883","11","1","1",2,"18",7,4.7
"18905","11","1","2",1,"1",7,7
"18675","11","1","2",1,"2",7,6.3
"18326","11","1","2",1,"3",7,6.4
"18434","11","1","2",2,"4",7,6.4
"18573","11","1","2",2,"5",7,7.4
"18177","11","1","2",2,"6",7,7.1
"18145","12","1","1",1,"7",7,6.1
"18028","12","1","1",1,"8",7,5.9
"18469","12","1","1",1,"9",7,6.7
"18180","12","1","1",2,"10",7,6.3
"18013","12","1","1",2,"11",7,5.8
"18553","12","1","1",2,"12",7,6.2
"18808","12","1","2",1,"13",7,8
"18583","12","1","2",1,"14",7,8
"18990","12","1","2",1,"15",7,7.8
"18508","12","1","2",2,"16",7,8.1
"18562","12","1","2",2,"17",7,7.6
"18005","12","1","2",2,"18",7,7.1
"18554","13","1","1",1,"1",7,5.5
"18886","13","1","1",1,"2",7,5.2
"18082","13","1","1",1,"3",7,5.2
"18111","13","1","1",2,"4",7,4.9
"18606","13","1","1",2,"5",7,5.4
"18585","13","1","1",2,"6",7,5.8
"18586","13","1","2",1,"7",7,7
"18097","13","1","2",1,"8",7,6.7
"18983","13","1","2",1,"9",7,6.9
"18146","13","1","2",2,"10",7,7.2
"18394","13","1","2",2,"11",7,7
"18949","13","1","2",2,"12",7,7.5
"18527","14","1","1",1,"13",7,6.1
"18128","14","1","1",1,"14",7,5.9
"18069","14","1","1",1,"15",7,5.1
"18347","14","1","1",2,"16",7,5.2
"18127","14","1","1",2,"17",7,4.6
"18021","14","1","1",2,"18",7,4.6
"18039","14","1","2",1,"1",7,7.4
"18926","14","1","2",1,"2",7,7
"18462","14","1","2",1,"3",7,6.3
"18790","14","1","2",2,"4",7,6.8
"18699","14","1","2",2,"5",7,7.2
"18293","14","1","2",2,"6",7,7.5
"18105","15","1","1",1,"7",7,5
"18901","15","1","1",1,"8",7,5
"18515","15","1","1",1,"9",7,5
"18374","15","1","1",2,"10",7,4.9
"18974","15","1","1",2,"11",7,5
"18019","15","1","1",2,"12",7,5.2
"18337","15","1","2",1,"13",7,7
"18589","15","1","2",1,"14",7,7.3
"18657","15","1","2",1,"15",7,7
"18378","15","1","2",2,"16",7,7.2
"18149","15","1","2",2,"17",7,6.8
"18314","15","1","2",2,"18",7,7
"18231","1","1","1",1,"1",8,5.9
"18773","1","1","1",1,"2",8,4.9
"18503","1","1","1",1,"3",8,5.5
"18561","1","1","1",2,"4",8,6
"18910","1","1","1",2,"5",8,5.7
"18339","1","1","1",2,"6",8,6.2
"18548","1","1","2",1,"7",8,7.7
"18252","1","1","2",1,"8",8,8
"18751","1","1","2",1,"9",8,8.1
"18525","1","1","2",2,"10",8,7.4
"18891","1","1","2",2,"11",8,7.4
"18911","1","1","2",2,"12",8,7.7
"18844","2","1","1",1,"13",8,4.4
"18898","2","1","1",1,"14",8,4.1
"18531","2","1","1",1,"15",8,3.8
"18654","2","1","1",2,"16",8,3.4
"18295","2","1","1",2,"17",8,3.4
"18218","2","1","2",1,"1",8,6.5
"18568","2","1","2",1,"2",8,5.3
"18334","2","1","2",1,"3",8,5.7
"18540","2","1","2",2,"4",8,5.7
"18662","2","1","2",2,"5",8,6.3
"18101","2","1","2",2,"6",8,6.3
"18459","3","1","1",1,"7",8,4.5
"18095","3","1","1",1,"9",8,4.7
"18551","3","1","1",2,"10",8,4.2
"18320","3","1","1",2,"11",8,4.3
"18922","3","1","1",2,"12",8,5.4
"18549","3","1","2",1,"13",8,6.6
"18213","3","1","2",1,"14",8,6.3
"18784","3","1","2",1,"15",8,6.5
"18917","3","1","2",2,"16",8,5.8
"18819","3","1","2",2,"17",8,6.6
"18664","3","1","2",2,"18",8,6.8
"18465","4","1","1",1,"1",8,6.4
"18851","4","1","1",1,"2",8,6.8
"18016","4","1","1",1,"3",8,6.2
"18759","4","1","1",2,"4",8,6.9
"18693","4","1","1",2,"5",8,6.3
"18317","4","1","1",2,"6",8,6.7
"18194","4","1","2",1,"7",8,8.6
"18243","4","1","2",1,"8",8,8.4
"18285","4","1","2",1,"9",8,9.1
"18595","4","1","2",2,"10",8,10
"18530","4","1","2",2,"11",8,9.4
"18070","4","1","2",2,"12",8,9.2
"18222","5","1","1",1,"13",8,4.8
"18997","5","1","1",1,"14",8,4.9
"18196","5","1","1",1,"15",8,5.9
"18161","5","1","1",2,"16",8,4.9
"18186","5","1","1",2,"17",8,4.6
"18633","5","1","1",2,"18",8,5.2
"18800","5","1","2",1,"1",8,7.2
"18298","5","1","2",1,"2",8,6
"18704","5","1","2",1,"3",8,7
"18344","5","1","2",2,"4",8,6.5
"18428","5","1","2",2,"5",8,7
"18653","5","1","2",2,"6",8,6.8
"18923","6","1","1",1,"7",8,3.5
"18775","6","1","1",1,"8",8,3.2
"18599","6","1","1",1,"9",8,3.1
"18639","6","1","1",2,"10",8,3.8
"18448","6","1","1",2,"11",8,2.5
"18117","6","1","1",2,"12",8,3.6
"18570","6","1","2",1,"13",8,5.9
"18785","6","1","2",1,"14",8,5.8
"18954","6","1","2",1,"15",8,5.1
"18346","6","1","2",2,"16",8,5.1
"18313","6","1","2",2,"17",8,4.6
"18289","6","1","2",2,"18",8,5.1
"18451","7","1","1",1,"1",8,6
"18369","7","1","1",1,"2",8,6
"18272","7","1","1",1,"3",8,5.3
"18524","7","1","1",2,"4",8,5.7
"18473","7","1","1",2,"5",8,7.1
"18725","7","1","1",2,"6",8,5.7
"18770","7","1","2",1,"7",8,8.7
"18779","7","1","2",1,"8",8,7.5
"18327","7","1","2",1,"9",8,8.1
"18620","7","1","2",2,"10",8,8.9
"18736","7","1","2",2,"11",8,7.6
"18745","7","1","2",2,"12",8,9.1
"18414","8","1","1",1,"13",8,6.9
"18581","8","1","1",1,"14",8,6.8
"18841","8","1","1",1,"15",8,7.1
"18519","8","1","1",2,"16",8,7.2
"18655","8","1","1",2,"17",8,6.1
"18674","8","1","1",2,"18",8,6.7
"18658","8","1","2",1,"1",8,9.2
"18761","8","1","2",1,"2",8,9.1
"18452","8","1","2",1,"3",8,8.8
"18247","8","1","2",2,"4",8,8.6
"18685","8","1","2",2,"5",8,9.3
"18724","8","1","2",2,"6",8,8.4
"18172","9","1","1",1,"7",8,5.1
"18413","9","1","1",1,"8",8,5.9
"18234","9","1","1",1,"9",8,5.1
"18890","9","1","1",2,"10",8,5.2
"18392","9","1","1",2,"11",8,5
"18023","9","1","1",2,"12",8,5.7
"18722","9","1","2",1,"13",8,8
"18137","9","1","2",1,"14",8,8.2
"18520","9","1","2",1,"15",8,7
"18813","9","1","2",2,"16",8,7.5
"18420","9","1","2",2,"17",8,7
"18757","9","1","2",2,"18",8,7.2
"18225","10","1","1",1,"1",8,7.6
"18906","10","1","1",1,"2",8,6.9
"18034","10","1","1",1,"3",8,6.8
"18619","10","1","1",2,"4",8,7.6
"18557","10","1","1",2,"5",8,6.5
"18429","10","1","1",2,"6",8,7.1
"18018","10","1","2",1,"7",8,9.5
"18544","10","1","2",1,"8",8,8.4
"18330","10","1","2",1,"9",8,8.4
"18807","10","1","2",2,"10",8,8.7
"18765","10","1","2",2,"11",8,8.3
"18415","10","1","2",2,"12",8,10
"18853","11","1","1",1,"13",8,5
"18706","11","1","1",1,"14",8,5.2
"18495","11","1","1",1,"15",8,5.7
"18292","11","1","1",2,"16",8,5.1
"18889","11","1","1",2,"17",8,4.8
"18883","11","1","1",2,"18",8,5.5
"18905","11","1","2",1,"1",8,7.4
"18675","11","1","2",1,"2",8,6.4
"18326","11","1","2",1,"3",8,6.5
"18434","11","1","2",2,"4",8,6.4
"18573","11","1","2",2,"5",8,7.5
"18177","11","1","2",2,"6",8,7.2
"18145","12","1","1",1,"7",8,6.1
"18028","12","1","1",1,"8",8,6
"18469","12","1","1",1,"9",8,6.7
"18180","12","1","1",2,"10",8,6.5
"18013","12","1","1",2,"11",8,6.4
"18553","12","1","1",2,"12",8,6.9
"18808","12","1","2",1,"13",8,8.6
"18583","12","1","2",1,"14",8,8.4
"18990","12","1","2",1,"15",8,7.9
"18508","12","1","2",2,"16",8,8.6
"18562","12","1","2",2,"17",8,7.7
"18005","12","1","2",2,"18",8,7.2
"18554","13","1","1",1,"1",8,5.5
"18886","13","1","1",1,"2",8,5.3
"18082","13","1","1",1,"3",8,5.2
"18111","13","1","1",2,"4",8,5.1
"18606","13","1","1",2,"5",8,5.5
"18585","13","1","1",2,"6",8,6.1
"18586","13","1","2",1,"7",8,7.1
"18097","13","1","2",1,"8",8,7
"18983","13","1","2",1,"9",8,7.4
"18146","13","1","2",2,"10",8,7.3
"18394","13","1","2",2,"11",8,7.2
"18949","13","1","2",2,"12",8,7.7
"18527","14","1","1",1,"13",8,6.2
"18128","14","1","1",1,"14",8,5.9
"18069","14","1","1",1,"15",8,5.2
"18347","14","1","1",2,"16",8,5.2
"18127","14","1","1",2,"17",8,4.9
"18039","14","1","2",1,"1",8,7.6
"18926","14","1","2",1,"2",8,7
"18462","14","1","2",1,"3",8,6.4
"18790","14","1","2",2,"4",8,6.9
"18699","14","1","2",2,"5",8,7.2
"18293","14","1","2",2,"6",8,7.6
"18105","15","1","1",1,"7",8,5.1
"18901","15","1","1",1,"8",8,5.3
"18515","15","1","1",1,"9",8,5.2
"18374","15","1","1",2,"10",8,5
"18974","15","1","1",2,"11",8,5
"18019","15","1","1",2,"12",8,5.6
"18337","15","1","2",1,"13",8,7
"18589","15","1","2",1,"14",8,7.3
"18378","15","1","2",2,"16",8,7.3
"18149","15","1","2",2,"17",8,6.9
"18314","15","1","2",2,"18",8,7.3
"18231","1","1","1",1,"1",9,6
"18773","1","1","1",1,"2",9,5.5
"18503","1","1","1",1,"3",9,5.6
"18561","1","1","1",2,"4",9,6.2
"18910","1","1","1",2,"5",9,6
"18339","1","1","1",2,"6",9,6.6
"18548","1","1","2",1,"7",9,7.9
"18252","1","1","2",1,"8",9,8.1
"18751","1","1","2",1,"9",9,8.2
"18525","1","1","2",2,"10",9,7.5
"18891","1","1","2",2,"11",9,7.6
"18911","1","1","2",2,"12",9,8.1
"18844","2","1","1",1,"13",9,4.6
"18898","2","1","1",1,"14",9,4.3
"18531","2","1","1",1,"15",9,3.9
"18654","2","1","1",2,"16",9,3.5
"18295","2","1","1",2,"17",9,3.5
"18218","2","1","2",1,"1",9,6.6
"18334","2","1","2",1,"3",9,5.8
"18540","2","1","2",2,"4",9,5.8
"18662","2","1","2",2,"5",9,6.3
"18101","2","1","2",2,"6",9,6.3
"18459","3","1","1",1,"7",9,4.7
"18095","3","1","1",1,"9",9,4.9
"18551","3","1","1",2,"10",9,4.3
"18320","3","1","1",2,"11",9,4.3
"18922","3","1","1",2,"12",9,5.5
"18549","3","1","2",1,"13",9,6.8
"18213","3","1","2",1,"14",9,6.6
"18784","3","1","2",1,"15",9,6.5
"18917","3","1","2",2,"16",9,6
"18819","3","1","2",2,"17",9,6.8
"18664","3","1","2",2,"18",9,6.9
"18465","4","1","1",1,"1",9,7.1
"18851","4","1","1",1,"2",9,7
"18016","4","1","1",1,"3",9,6.3
"18759","4","1","1",2,"4",9,7
"18693","4","1","1",2,"5",9,6.9
"18317","4","1","1",2,"6",9,6.8
"18194","4","1","2",1,"7",9,8.7
"18243","4","1","2",1,"8",9,8.9
"18285","4","1","2",1,"9",9,9.1
"18595","4","1","2",2,"10",9,10.1
"18530","4","1","2",2,"11",9,9.8
"18070","4","1","2",2,"12",9,10.1
"18222","5","1","1",1,"13",9,5.1
"18997","5","1","1",1,"14",9,5.2
"18196","5","1","1",1,"15",9,6.1
"18161","5","1","1",2,"16",9,5
"18186","5","1","1",2,"17",9,4.6
"18633","5","1","1",2,"18",9,5.4
"18800","5","1","2",1,"1",9,7.2
"18298","5","1","2",1,"2",9,6
"18704","5","1","2",1,"3",9,7.2
"18344","5","1","2",2,"4",9,6.8
"18428","5","1","2",2,"5",9,7.3
"18653","5","1","2",2,"6",9,7.3
"18923","6","1","1",1,"7",9,3.5
"18775","6","1","1",1,"8",9,3.4
"18599","6","1","1",1,"9",9,3.3
"18639","6","1","1",2,"10",9,3.9
"18448","6","1","1",2,"11",9,2.7
"18117","6","1","1",2,"12",9,3.7
"18570","6","1","2",1,"13",9,5.9
"18785","6","1","2",1,"14",9,5.9
"18954","6","1","2",1,"15",9,5.1
"18346","6","1","2",2,"16",9,5.4
"18313","6","1","2",2,"17",9,4.6
"18289","6","1","2",2,"18",9,5.3
"18451","7","1","1",1,"1",9,6.6
"18369","7","1","1",1,"2",9,6.3
"18272","7","1","1",1,"3",9,5.7
"18524","7","1","1",2,"4",9,6
"18473","7","1","1",2,"5",9,7.4
"18725","7","1","1",2,"6",9,5.9
"18770","7","1","2",1,"7",9,8.9
"18779","7","1","2",1,"8",9,9.1
"18327","7","1","2",1,"9",9,8.3
"18620","7","1","2",2,"10",9,9
"18736","7","1","2",2,"11",9,7.8
"18745","7","1","2",2,"12",9,9.2
"18414","8","1","1",1,"13",9,7.4
"18581","8","1","1",1,"14",9,6.8
"18841","8","1","1",1,"15",9,7.2
"18519","8","1","1",2,"16",9,7.8
"18655","8","1","1",2,"17",9,6.4
"18674","8","1","1",2,"18",9,6.8
"18658","8","1","2",1,"1",9,9.2
"18761","8","1","2",1,"2",9,9.6
"18452","8","1","2",1,"3",9,8.9
"18247","8","1","2",2,"4",9,9.3
"18685","8","1","2",2,"5",9,9.3
"18724","8","1","2",2,"6",9,9.7
"18172","9","1","1",1,"7",9,5.8
"18413","9","1","1",1,"8",9,5.9
"18234","9","1","1",1,"9",9,5.1
"18890","9","1","1",2,"10",9,5.2
"18392","9","1","1",2,"11",9,5.2
"18023","9","1","1",2,"12",9,5.7
"18722","9","1","2",1,"13",9,8.1
"18137","9","1","2",1,"14",9,8.3
"18520","9","1","2",1,"15",9,7.2
"18813","9","1","2",2,"16",9,7.8
"18420","9","1","2",2,"17",9,7.1
"18757","9","1","2",2,"18",9,7.3
"18225","10","1","1",1,"1",9,8
"18906","10","1","1",1,"2",9,7
"18034","10","1","1",1,"3",9,7.1
"18619","10","1","1",2,"4",9,7.7
"18557","10","1","1",2,"5",9,7.4
"18429","10","1","1",2,"6",9,7.7
"18018","10","1","2",1,"7",9,9.9
"18544","10","1","2",1,"8",9,9.9
"18330","10","1","2",1,"9",9,8.7
"18807","10","1","2",2,"10",9,8.8
"18765","10","1","2",2,"11",9,8.5
"18415","10","1","2",2,"12",9,10
"18853","11","1","1",1,"13",9,5.2
"18706","11","1","1",1,"14",9,5.3
"18495","11","1","1",1,"15",9,5.7
"18292","11","1","1",2,"16",9,5.2
"18889","11","1","1",2,"17",9,5
"18883","11","1","1",2,"18",9,5.9
"18905","11","1","2",1,"1",9,7.5
"18675","11","1","2",1,"2",9,6.6
"18326","11","1","2",1,"3",9,7
"18434","11","1","2",2,"4",9,6.6
"18573","11","1","2",2,"5",9,7.5
"18177","11","1","2",2,"6",9,7.4
"18145","12","1","1",1,"7",9,6.3
"18028","12","1","1",1,"8",9,6.5
"18469","12","1","1",1,"9",9,6.8
"18180","12","1","1",2,"10",9,6.6
"18013","12","1","1",2,"11",9,6.5
"18553","12","1","1",2,"12",9,7.2
"18808","12","1","2",1,"13",9,8.7
"18583","12","1","2",1,"14",9,9
"18990","12","1","2",1,"15",9,7.9
"18508","12","1","2",2,"16",9,9.1
"18562","12","1","2",2,"17",9,7.8
"18005","12","1","2",2,"18",9,8.4
"18554","13","1","1",1,"1",9,5.6
"18886","13","1","1",1,"2",9,5.4
"18082","13","1","1",1,"3",9,5.5
"18111","13","1","1",2,"4",9,5.3
"18606","13","1","1",2,"5",9,5.5
"18585","13","1","1",2,"6",9,6.1
"18586","13","1","2",1,"7",9,7.3
"18097","13","1","2",1,"8",9,7
"18983","13","1","2",1,"9",9,7.8
"18146","13","1","2",2,"10",9,7.5
"18394","13","1","2",2,"11",9,7.4
"18949","13","1","2",2,"12",9,7.7
"18527","14","1","1",1,"13",9,6.3
"18128","14","1","1",1,"14",9,5.9
"18069","14","1","1",1,"15",9,5.3
"18347","14","1","1",2,"16",9,5.4
"18127","14","1","1",2,"17",9,5
"18039","14","1","2",1,"1",9,7.7
"18926","14","1","2",1,"2",9,7.1
"18462","14","1","2",1,"3",9,6.4
"18790","14","1","2",2,"4",9,7
"18699","14","1","2",2,"5",9,7.3
"18293","14","1","2",2,"6",9,7.7
"18105","15","1","1",1,"7",9,5.3
"18901","15","1","1",1,"8",9,5.3
"18515","15","1","1",1,"9",9,5.3
"18374","15","1","1",2,"10",9,5
"18974","15","1","1",2,"11",9,5.1
"18019","15","1","1",2,"12",9,5.8
"18337","15","1","2",1,"13",9,7
"18589","15","1","2",1,"14",9,7.5
"18378","15","1","2",2,"16",9,7.7
"18149","15","1","2",2,"17",9,7
"18314","15","1","2",2,"18",9,7.4
"18231","1","1","1",1,"1",10,6.1
"18773","1","1","1",1,"2",10,5.8
"18503","1","1","1",1,"3",10,5.8
"18561","1","1","1",2,"4",10,6.2
"18910","1","1","1",2,"5",10,6.1
"18339","1","1","1",2,"6",10,6.7
"18548","1","1","2",1,"7",10,8
"18252","1","1","2",1,"8",10,8.1
"18751","1","1","2",1,"9",10,8.5
"18525","1","1","2",2,"10",10,7.9
"18891","1","1","2",2,"11",10,7.6
"18911","1","1","2",2,"12",10,8.1
"18844","2","1","1",1,"13",10,4.7
"18898","2","1","1",1,"14",10,4.3
"18531","2","1","1",1,"15",10,3.9
"18654","2","1","1",2,"16",10,3.5
"18295","2","1","1",2,"17",10,3.5
"18218","2","1","2",1,"1",10,6.6
"18334","2","1","2",1,"3",10,5.8
"18540","2","1","2",2,"4",10,5.8
"18662","2","1","2",2,"5",10,6.3
"18101","2","1","2",2,"6",10,6.3
"18459","3","1","1",1,"7",10,4.7
"18095","3","1","1",1,"9",10,5.2
"18551","3","1","1",2,"10",10,4.4
"18320","3","1","1",2,"11",10,4.3
"18922","3","1","1",2,"12",10,5.6
"18549","3","1","2",1,"13",10,6.8
"18213","3","1","2",1,"14",10,6.8
"18784","3","1","2",1,"15",10,6.6
"18917","3","1","2",2,"16",10,6.1
"18819","3","1","2",2,"17",10,6.8
"18664","3","1","2",2,"18",10,7.1
"18465","4","1","1",1,"1",10,7.3
"18851","4","1","1",1,"2",10,7.2
"18016","4","1","1",1,"3",10,7.5
"18759","4","1","1",2,"4",10,7.1
"18693","4","1","1",2,"5",10,7.5
"18317","4","1","1",2,"6",10,7.1
"18194","4","1","2",1,"7",10,8.7
"18243","4","1","2",1,"8",10,8.9
"18285","4","1","2",1,"9",10,9.3
"18595","4","1","2",2,"10",10,10.1
"18530","4","1","2",2,"11",10,9.9
"18070","4","1","2",2,"12",10,10.1
"18222","5","1","1",1,"13",10,5.1
"18997","5","1","1",1,"14",10,5.2
"18196","5","1","1",1,"15",10,6.2
"18161","5","1","1",2,"16",10,5.1
"18186","5","1","1",2,"17",10,4.7
"18633","5","1","1",2,"18",10,5.4
"18800","5","1","2",1,"1",10,7.3
"18298","5","1","2",1,"2",10,6.1
"18704","5","1","2",1,"3",10,7.2
"18428","5","1","2",2,"5",10,7.4
"18653","5","1","2",2,"6",10,7.7
"18923","6","1","1",1,"7",10,3.5
"18775","6","1","1",1,"8",10,3.7
"18599","6","1","1",1,"9",10,3.3
"18639","6","1","1",2,"10",10,3.9
"18448","6","1","1",2,"11",10,2.8
"18117","6","1","1",2,"12",10,3.7
"18570","6","1","2",1,"13",10,5.9
"18785","6","1","2",1,"14",10,6.2
"18954","6","1","2",1,"15",10,5.8
"18346","6","1","2",2,"16",10,5.4
"18313","6","1","2",2,"17",10,4.7
"18289","6","1","2",2,"18",10,5.4
"18451","7","1","1",1,"1",10,6.8
"18369","7","1","1",1,"2",10,6.4
"18272","7","1","1",1,"3",10,5.7
"18524","7","1","1",2,"4",10,6.6
"18473","7","1","1",2,"5",10,7.4
"18725","7","1","1",2,"6",10,5.9
"18770","7","1","2",1,"7",10,9.1
"18779","7","1","2",1,"8",10,9.3
"18327","7","1","2",1,"9",10,8.5
"18620","7","1","2",2,"10",10,9
"18736","7","1","2",2,"11",10,8.1
"18745","7","1","2",2,"12",10,9.4
"18414","8","1","1",1,"13",10,7.5
"18581","8","1","1",1,"14",10,6.9
"18841","8","1","1",1,"15",10,7.5
"18519","8","1","1",2,"16",10,7.9
"18655","8","1","1",2,"17",10,6.5
"18674","8","1","1",2,"18",10,6.9
"18658","8","1","2",1,"1",10,9.5
"18761","8","1","2",1,"2",10,10
"18452","8","1","2",1,"3",10,9
"18247","8","1","2",2,"4",10,9.4
"18685","8","1","2",2,"5",10,9.7
"18724","8","1","2",2,"6",10,9.9
"18172","9","1","1",1,"7",10,5.9
"18413","9","1","1",1,"8",10,6
"18234","9","1","1",1,"9",10,5.2
"18890","9","1","1",2,"10",10,5.2
"18392","9","1","1",2,"11",10,5.4
"18023","9","1","1",2,"12",10,6
"18722","9","1","2",1,"13",10,8.2
"18137","9","1","2",1,"14",10,8.3
"18520","9","1","2",1,"15",10,7.6
"18813","9","1","2",2,"16",10,7.8
"18420","9","1","2",2,"17",10,7.2
"18757","9","1","2",2,"18",10,7.5
"18225","10","1","1",1,"1",10,8.2
"18906","10","1","1",1,"2",10,7.1
"18034","10","1","1",1,"3",10,7.5
"18619","10","1","1",2,"4",10,7.8
"18557","10","1","1",2,"5",10,7.5
"18429","10","1","1",2,"6",10,7.8
"18018","10","1","2",1,"7",10,10.2
"18544","10","1","2",1,"8",10,10
"18330","10","1","2",1,"9",10,10.4
"18807","10","1","2",2,"10",10,9.1
"18765","10","1","2",2,"11",10,8.7
"18415","10","1","2",2,"12",10,10.4
"18853","11","1","1",1,"13",10,5.3
"18706","11","1","1",1,"14",10,5.4
"18495","11","1","1",1,"15",10,5.7
"18292","11","1","1",2,"16",10,5.5
"18889","11","1","1",2,"17",10,5.2
"18883","11","1","1",2,"18",10,6
"18905","11","1","2",1,"1",10,7.6
"18675","11","1","2",1,"2",10,6.8
"18326","11","1","2",1,"3",10,7.1
"18434","11","1","2",2,"4",10,7.1
"18573","11","1","2",2,"5",10,7.6
"18177","11","1","2",2,"6",10,7.6
"18145","12","1","1",1,"7",10,6.6
"18028","12","1","1",1,"8",10,7.3
"18469","12","1","1",1,"9",10,7
"18180","12","1","1",2,"10",10,7.1
"18013","12","1","1",2,"11",10,7.7
"18553","12","1","1",2,"12",10,7.3
"18808","12","1","2",1,"13",10,9.5
"18583","12","1","2",1,"14",10,9
"18990","12","1","2",1,"15",10,7.9
"18508","12","1","2",2,"16",10,9.1
"18562","12","1","2",2,"17",10,7.9
"18005","12","1","2",2,"18",10,9.3
"18554","13","1","1",1,"1",10,5.8
"18886","13","1","1",1,"2",10,5.5
"18082","13","1","1",1,"3",10,5.5
"18111","13","1","1",2,"4",10,5.3
"18606","13","1","1",2,"5",10,5.6
"18585","13","1","1",2,"6",10,6.2
"18586","13","1","2",1,"7",10,7.4
"18097","13","1","2",1,"8",10,7.1
"18983","13","1","2",1,"9",10,7.8
"18146","13","1","2",2,"10",10,7.5
"18394","13","1","2",2,"11",10,7.5
"18949","13","1","2",2,"12",10,8
"18527","14","1","1",1,"13",10,6.4
"18128","14","1","1",1,"14",10,6.1
"18069","14","1","1",1,"15",10,5.4
"18347","14","1","1",2,"16",10,5.4
"18127","14","1","1",2,"17",10,5.1
"18039","14","1","2",1,"1",10,7.8
"18926","14","1","2",1,"2",10,7.2
"18462","14","1","2",1,"3",10,6.5
"18790","14","1","2",2,"4",10,7.2
"18699","14","1","2",2,"5",10,7.5
"18293","14","1","2",2,"6",10,7.8
"18105","15","1","1",1,"7",10,5.3
"18901","15","1","1",1,"8",10,5.3
"18515","15","1","1",1,"9",10,5.4
"18374","15","1","1",2,"10",10,5.2
"18974","15","1","1",2,"11",10,5.1
"18019","15","1","1",2,"12",10,5.8
"18337","15","1","2",1,"13",10,7.2
"18589","15","1","2",1,"14",10,7.7
"18378","15","1","2",2,"16",10,7.7
"18149","15","1","2",2,"17",10,7.1
"18314","15","1","2",2,"18",10,7.6
"18231","1","1","1",1,"1",11,6.1
"18773","1","1","1",1,"2",11,5.8
"18503","1","1","1",1,"3",11,5.9
"18561","1","1","1",2,"4",11,6.4
"18910","1","1","1",2,"5",11,6.4
"18339","1","1","1",2,"6",11,6.7
"18548","1","1","2",1,"7",11,8
"18252","1","1","2",1,"8",11,8.5
"18751","1","1","2",1,"9",11,8.7
"18525","1","1","2",2,"10",11,8.2
"18891","1","1","2",2,"11",11,7.8
"18911","1","1","2",2,"12",11,8.3
"18844","2","1","1",1,"13",11,4.8
"18898","2","1","1",1,"14",11,4.3
"18531","2","1","1",1,"15",11,3.9
"18654","2","1","1",2,"16",11,3.5
"18295","2","1","1",2,"17",11,3.6
"18218","2","1","2",1,"1",11,6.9
"18334","2","1","2",1,"3",11,5.8
"18540","2","1","2",2,"4",11,6
"18662","2","1","2",2,"5",11,6.4
"18101","2","1","2",2,"6",11,6.4
"18459","3","1","1",1,"7",11,4.8
"18095","3","1","1",1,"9",11,5.4
"18551","3","1","1",2,"10",11,4.4
"18320","3","1","1",2,"11",11,4.5
"18922","3","1","1",2,"12",11,5.8
"18549","3","1","2",1,"13",11,6.9
"18213","3","1","2",1,"14",11,7.1
"18784","3","1","2",1,"15",11,6.6
"18917","3","1","2",2,"16",11,6.5
"18819","3","1","2",2,"17",11,6.9
"18664","3","1","2",2,"18",11,7.2
"18465","4","1","1",1,"1",11,7.5
"18851","4","1","1",1,"2",11,7.2
"18016","4","1","1",1,"3",11,7.5
"18759","4","1","1",2,"4",11,7.2
"18693","4","1","1",2,"5",11,7.5
"18317","4","1","1",2,"6",11,7.4
"18194","4","1","2",1,"7",11,8.9
"18243","4","1","2",1,"8",11,9.6
"18285","4","1","2",1,"9",11,9.4
"18595","4","1","2",2,"10",11,10.4
"18530","4","1","2",2,"11",11,9.9
"18070","4","1","2",2,"12",11,10.8
"18222","5","1","1",1,"13",11,5.2
"18997","5","1","1",1,"14",11,5.4
"18196","5","1","1",1,"15",11,6.2
"18161","5","1","1",2,"16",11,5.3
"18186","5","1","1",2,"17",11,4.7
"18633","5","1","1",2,"18",11,5.4
"18800","5","1","2",1,"1",11,7.5
"18298","5","1","2",1,"2",11,6.3
"18704","5","1","2",1,"3",11,7.4
"18428","5","1","2",2,"5",11,7.4
"18653","5","1","2",2,"6",11,7.8
"18923","6","1","1",1,"7",11,3.7
"18775","6","1","1",1,"8",11,3.7
